SeglingFNStart,SeglingStartDag,SeglingStartTid,SeglingPeriod,StartDagCtr,StartVeckodag,StartDag,StartAr,StartVH,StartFNTid,UrvalStartTid,TmpRegatta,TmpOrganizer,TmpRace,TmpRegattaName
43,05/26/06 00:00:00,12:00-20:00,48,43,Fre,05/26/06 00:00:00,2006,V,1,12:00-20:00,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
41,05/27/06 00:00:00,12:00-12:30,24,41,Lör,05/27/06 00:00:00,2006,V,2,12:00-12:30,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
43,05/26/06 00:00:00,12:00-20:00,48,43,Fre,05/26/06 00:00:00,2006,V,1,12:00-20:00,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
42,05/27/06 00:00:00,07:00-07:30,12,42,Lör,05/27/06 00:00:00,2006,V,3,07:00-07:30,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
41,05/27/06 00:00:00,12:00-12:30,24,41,Lör,05/27/06 00:00:00,2006,V,2,12:00-12:30,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
41,05/27/06 00:00:00,12:00-12:30,24,41,Lör,05/27/06 00:00:00,2006,V,2,12:00-12:30,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
47,06/02/06 00:00:00,12:00-20:00,24,47,Lör,06/02/06 00:00:00,2006,V,1,12:00-20:00,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
106,09/05/09 00:00:00,12:00-12:30,24,106,Lör,09/05/09 00:00:00,2009,H,2,12:00-12:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
105,09/05/09 00:00:00,07:00-07:30,12,105,Lör,09/05/09 00:00:00,2009,H,3,07:00-07:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
106,09/05/09 00:00:00,12:00-12:30,24,106,Lör,09/05/09 00:00:00,2009,H,2,12:00-12:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
105,09/05/09 00:00:00,07:00-07:30,12,105,Lör,09/05/09 00:00:00,2009,H,3,07:00-07:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
106,09/05/09 00:00:00,12:00-12:30,24,106,Lör,09/05/09 00:00:00,2009,H,2,12:00-12:30,Sthlm-2009H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2009 i Stockholm
41,05/27/06 00:00:00,12:00-12:30,24,41,Lör,05/27/06 00:00:00,2006,V,2,12:00-12:30,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
42,05/27/06 00:00:00,07:00-07:30,12,42,Lör,05/27/06 00:00:00,2006,V,3,07:00-07:30,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
41,05/27/06 00:00:00,12:00-12:30,24,41,Lör,05/27/06 00:00:00,2006,V,2,12:00-12:30,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
50,08/25/06 00:00:00,12:00-20:00,48,50,Fre,08/25/06 00:00:00,2006,H,1,12:00-20:00,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
50,08/25/06 00:00:00,12:00-20:00,48,50,Fre,08/25/06 00:00:00,2006,H,1,12:00-20:00,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,12,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,12,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
50,08/25/06 00:00:00,12:00-20:00,48,50,Fre,08/25/06 00:00:00,2006,H,1,12:00-20:00,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,12,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
50,08/25/06 00:00:00,12:00-20:00,48,50,Fre,08/25/06 00:00:00,2006,H,1,12:00-20:00,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,12,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,24,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,12,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,12,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
50,08/25/06 00:00:00,12:00-20:00,48,50,Fre,08/25/06 00:00:00,2006,H,1,12:00-20:00,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,12,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,12,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
57,05/31/07 00:00:00,12:00-20:00,72,57,Tors,05/31/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
113,06/05/10 00:00:00,07:00-07:30,12,113,Lör,06/05/10 00:00:00,2010,V,3,07:00-07:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
54,06/02/07 00:00:00,07:00-07:30,12,54,Lör,06/02/07 00:00:00,2007,V,3,07:00-07:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
54,06/02/07 00:00:00,07:00-07:30,12,54,Lör,06/02/07 00:00:00,2007,V,3,07:00-07:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
54,06/02/07 00:00:00,07:00-07:30,12,54,Lör,06/02/07 00:00:00,2007,V,3,07:00-07:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
57,05/31/07 00:00:00,12:00-20:00,72,57,Tors,05/31/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,24,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,12,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
54,06/02/07 00:00:00,07:00-07:30,12,54,Lör,06/02/07 00:00:00,2007,V,3,07:00-07:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
56,06/01/07 00:00:00,12:00-20:00,48,56,Fre,06/01/07 00:00:00,2007,V,1,12:00-20:00,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
66,05/31/08 00:00:00,12:00-12:30,24,66,Lör,05/31/08 00:00:00,2008,V,2,12:00-12:30,Sthlm-2008V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2008 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
60,09/01/07 00:00:00,07:00-07:30,12,60,Lör,09/01/07 00:00:00,2007,H,3,07:00-07:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
62,08/31/07 00:00:00,12:00-20:00,48,62,Fre,08/31/07 00:00:00,2007,H,1,12:00-20:00,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
60,09/01/07 00:00:00,07:00-07:30,12,60,Lör,09/01/07 00:00:00,2007,H,3,07:00-07:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
2,05/24/03 00:00:00,12:00-12:30,24,2,Lör,05/24/03 00:00:00,2003,V,2,12:00-12:30,Sthlm-2003V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2003 i Stockholm
7,08/30/03 00:00:00,07:00-07:30,12,7,Lör,08/30/03 00:00:00,2003,H,3,07:00-07:30,Sthlm-2003H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2003 i Stockholm
8,08/30/03 00:00:00,12:00-12:30,24,8,Lör,08/30/03 00:00:00,2003,H,2,12:00-12:30,Sthlm-2003H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2003 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
13,06/05/04 00:00:00,12:00-12:30,24,13,Lör,06/05/04 00:00:00,2004,V,2,12:00-12:30,Sthlm-2004V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2004 i Stockholm
14,06/05/04 00:00:00,07:00-07:30,12,14,Lör,06/05/04 00:00:00,2004,V,3,07:00-07:30,Sthlm-2004V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2004 i Stockholm
23,08/28/04 00:00:00,12:00-12:30,24,23,Lör,08/28/04 00:00:00,2004,H,2,12:00-12:30,Sthlm-2004H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2004 i Stockholm
28,05/28/05 00:00:00,12:00-12:30,24,28,Lör,05/28/05 00:00:00,2005,V,2,12:00-12:30,Sthlm-2005V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2005 i Stockholm
34,08/27/05 00:00:00,12:00-12:30,24,34,Lör,08/27/05 00:00:00,2005,H,2,12:00-12:30,Sthlm-2005H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2005 i Stockholm
41,05/27/06 00:00:00,12:00-12:30,24,41,Lör,05/27/06 00:00:00,2006,V,2,12:00-12:30,Sthlm-2006V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2006 i Stockholm
50,08/25/06 00:00:00,12:00-20:00,48,50,Fre,08/25/06 00:00:00,2006,H,1,12:00-20:00,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
112,06/05/10 00:00:00,12:00-12:30,24,112,Lör,06/05/10 00:00:00,2010,V,2,12:00-12:30,Sthlm-2010V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2010 i Stockholm
49,08/26/06 00:00:00,12:00-12:30,24,49,Lör,08/26/06 00:00:00,2006,H,2,12:00-12:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
48,08/26/06 00:00:00,07:00-07:30,24,48,Lör,08/26/06 00:00:00,2006,H,3,07:00-07:30,Sthlm-2006H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2006 i Stockholm
55,06/02/07 00:00:00,12:00-12:30,24,55,Lör,06/02/07 00:00:00,2007,V,2,12:00-12:30,Sthlm-2007V,Svenska Kryssarklubbens Stockholmskrets,Vårseglingen ,Vårseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
60,09/01/07 00:00:00,07:00-07:30,12,60,Lör,09/01/07 00:00:00,2007,H,3,07:00-07:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
62,08/31/07 00:00:00,12:00-20:00,48,62,Fre,08/31/07 00:00:00,2007,H,1,12:00-20:00,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
62,08/31/07 00:00:00,12:00-20:00,48,62,Fre,08/31/07 00:00:00,2007,H,1,12:00-20:00,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
61,09/01/07 00:00:00,12:00-12:30,24,61,Lör,09/01/07 00:00:00,2007,H,2,12:00-12:30,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
62,08/31/07 00:00:00,12:00-20:00,48,62,Fre,08/31/07 00:00:00,2007,H,1,12:00-20:00,Sthlm-2007H,Svenska Kryssarklubbens Stockholmskrets,Höstseglingen ,Höstseglingen 2007 i Stockholm
