SeglingNr,SeglingRegistrerandeKrets,SeglingFNStart,SeglingStartDag,SeglingStartTid,SeglingPeriod,SeglingFNBoatIndivid,SeglingBåtIndivid,SeglingBåtTyp,SeglingFNStartpunkt,SeglingStartnr,SeglingÖvertid,SeglingTotalDist,SeglingAvdrag,SeglingGodkDist,SeglingSxkTal,SeglingPlakatDist,SeglingEfteranmäld,SeglingEjStart,SeglingBrutit,SeglingFiktiv,SeglingÅr,SeglingVH,SeglingLåst,SeglingDeltarFest,SeglingDeltarFestNotering,SeglingBetalt,SeglingBetaltBelopp,SeglingKorrDistans
1,"Stockholm",1,"05/24/03 00:00:00","07:00-07:30",12,1,"Memories 2","Albin Cumulus",537,14,-74,3.8000000000000000e+01,0.0000000000000000e+00,3.8000000000000000e+01,1.0800000000000001e+00,3.5200000000000003e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
2,"Stockholm",1,"05/24/03 00:00:00","07:00-07:30",12,4,"Blåöga","Mistress",555,15,-33,5.6699999999999996e+01,0.0000000000000000e+00,5.6700000000000003e+01,1.0700000000000001e+00,5.3000000000000000e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
3,"Stockholm",1,"05/24/03 00:00:00","07:00-07:30",12,2,"Liberty","Albin Vega",555,16,-24,5.3699999999999996e+01,0.0000000000000000e+00,5.3700000000000003e+01,1.0000000000000000e+00,5.3700000000000003e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
5,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,6,"Knipan","Scanmar 33",588,2,-18,2.2970000000000002e+02,0.0000000000000000e+00,2.2969999999999999e+02,1.1299999999999999e+00,2.0330000000000001e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
6,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,7,"Rödnäbba","RB 98",533,3,-90,1.2359999999999998e+02,0.0000000000000000e+00,1.2359999999999999e+02,1.1499999999999999e+00,1.0750000000000000e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
7,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,8,"Kajsa","Skärgårdskryssare 75",537,4,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2600000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
8,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,9,"Tara","Compis",540,5,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0600000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
9,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,10,"Svartörn","RB 111",555,9,-65,1.7219999999999999e+02,0.0000000000000000e+00,1.7219999999999999e+02,1.2000000000000000e+00,1.4350000000000000e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
10,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,11,"Apodidae","Linjett 32 7/8",555,6,-101,1.1430000000000003e+02,0.0000000000000000e+00,1.1430000000000000e+02,1.1200000000000001e+00,1.0209999999999999e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
11,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,12,"La Gamba","Scampi",555,7,45,2.0559999999999997e+02,6.4199999999999999e+00,1.9916999999999999e+02,1.0900000000000001e+00,1.8269999999999999e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
12,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,13,"Otium","OE 32",555,8,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0700000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
13,"Stockholm",4,"05/22/03 00:00:00","12:00-20:00",72,5,"Fri","Sveakryssare",555,1,69,3.4950000000000006e+02,1.1160000000000000e+01,3.3833999999999997e+02,1.1299999999999999e+00,2.9939999999999998e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
14,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,14,"NiPeLi","Lady GT",580,12,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2000000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
15,"Stockholm",2,"05/23/03 00:00:00","12:00-20:00",24,15,"First Lady","Lady Helmsman Mod",580,11,-29,1.0890000000000002e+02,0.0000000000000000e+00,1.0890000000000001e+02,1.1799999999999999e+00,9.2299999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
16,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,16,"Bertha","Comfort 30",580,10,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0900000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
17,"Stockholm",3,"05/23/03 00:00:00","12:00-20:00",48,17,"Pamina","Comfort 30",580,13,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0900000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
19,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,19,"Zibaz","Maxi 84",458,20,-50,7.5300000000000011e+01,0.0000000000000000e+00,7.5299999999999997e+01,1.0400000000000000e+00,7.2400000000000006e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
20,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,20,"Quand Même","Vindö 40",458,18,-46,8.7899999999999991e+01,0.0000000000000000e+00,8.7900000000000006e+01,1.0400000000000000e+00,8.4500000000000000e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
21,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,21,"Matilda","Johnson 26",458,17,-7,8.2800000000000011e+01,0.0000000000000000e+00,8.2799999999999997e+01,1.0300000000000000e+00,8.0400000000000006e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
22,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,22,"Lisa","Omega 30",537,33,-28,1.0859999999999998e+02,0.0000000000000000e+00,1.0859999999999999e+02,1.1399999999999999e+00,9.5299999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
23,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,23,"Amina","Linjett 32 7/8",537,24,-54,8.5899999999999991e+01,0.0000000000000000e+00,8.5900000000000006e+01,1.1200000000000001e+00,7.6700000000000003e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
24,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,24,"Bambina","Birdie 32",537,26,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1000000000000001e+00,0.0000000000000000e+00,0,0,1,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
25,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,25,"Aleta","Scampi",537,23,65,9.1999999999999986e+01,8.3100000000000005e+00,8.3689999999999998e+01,1.0900000000000001e+00,7.6799999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
26,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,26,"Lou-Lou II","Albin Cumulus",537,34,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0800000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
27,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,27,"Lira","Maxi Magic",537,31,-82,7.6599999999999980e+01,0.0000000000000000e+00,7.6599999999999994e+01,1.0800000000000001e+00,7.0900000000000006e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
28,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,28,"Filur","H-båt",537,27,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0700000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
29,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,29,"Anna 4","Allegro 33",537,25,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0700000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
30,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,30,"Hägern","Maxi 77",537,28,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0300000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
31,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,31,"Bachinella IV","Conqubin 38 CR",540,35,50,1.0939999999999999e+02,7.5999999999999996e+00,1.0180000000000000e+02,1.2000000000000000e+00,8.4799999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
32,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,32,"Manta","Contrast 362",540,38,50,1.0640000000000002e+02,7.3899999999999997e+00,9.9010000000000005e+01,1.2000000000000000e+00,8.2500000000000000e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
33,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,33,"Madeline","Omega 30",540,37,-12,1.0330000000000001e+02,0.0000000000000000e+00,1.0330000000000000e+02,1.1399999999999999e+00,9.0599999999999994e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
34,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,34,"Rafiki II","Scanmar 33",540,41,73,1.0059999999999998e+02,1.0199999999999999e+01,9.0400000000000006e+01,1.1299999999999999e+00,8.0000000000000000e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
35,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,35,"Pellina","Sveakryssare",540,40,-1,1.0070000000000003e+02,0.0000000000000000e+00,1.0070000000000000e+02,1.1299999999999999e+00,8.9099999999999994e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
36,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,36,"Johanna","Maxi 95",540,36,0,8.7200000000000003e+01,0.0000000000000000e+00,8.7200000000000003e+01,1.0700000000000001e+00,8.1500000000000000e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
37,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,37,"Wind Trapper","Trapper 400",540,43,39,9.6800000000000026e+01,5.2400000000000002e+00,9.1560000000000002e+01,1.0500000000000000e+00,8.7200000000000003e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
38,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,38,"Sarakina I","Shipman 28",540,42,47,8.4699999999999989e+01,5.5300000000000002e+00,7.9170000000000002e+01,1.0400000000000000e+00,7.6099999999999994e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
40,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,40,"Cascade","Diva 38",555,53,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2800000000000000e+00,0.0000000000000000e+00,0,0,1,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
41,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,41,"Loup de mer","Arcona 38",555,63,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.2400000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
42,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,42,"Red Baron","Ravage 36",555,68,17,1.2530000000000000e+02,2.9600000000000000e+00,1.2234000000000000e+02,1.2300000000000000e+00,9.9500000000000000e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
43,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,43,"Marinda","Omega 34",555,65,-91,1.1090000000000002e+02,0.0000000000000000e+00,1.1090000000000001e+02,1.1599999999999999e+00,9.5599999999999994e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
44,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,44,"Konstantia","Lady Helmsman",555,61,52,1.2610000000000004e+02,9.1099999999999994e+00,1.1698999999999999e+02,1.1599999999999999e+00,1.0090000000000001e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
45,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,45,"Babiole II","Maxi 999",555,51,-26,1.1900000000000000e+02,0.0000000000000000e+00,1.1900000000000000e+02,1.1499999999999999e+00,1.0350000000000000e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
46,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,46,"Libra II","Comfortina 32",555,62,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1399999999999999e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
47,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,47,"Bagatelle","Aphrodite 34",555,52,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1399999999999999e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
48,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,48,"Aurora","Scanmar 31",555,48,-85,7.1500000000000000e+01,0.0000000000000000e+00,7.1500000000000000e+01,1.1200000000000001e+00,6.3799999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
49,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,49,"Aquavita","Comfort 30",555,46,-2,9.8200000000000017e+01,0.0000000000000000e+00,9.8200000000000003e+01,1.0900000000000001e+00,9.0099999999999994e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
50,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,50,"Scandal","Scampi",555,69,45,1.2519999999999999e+02,7.8200000000000003e+00,1.1737000000000000e+02,1.0900000000000001e+00,1.0770000000000000e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
51,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,51,"Amber","Scampi",555,45,79,1.2130000000000001e+02,1.3310000000000000e+01,1.0798999999999999e+02,1.0900000000000001e+00,9.9099999999999994e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
52,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,52,"Onyx","Schelinkryssare",555,66,43,8.3500000000000000e+01,4.9900000000000002e+00,7.8510000000000005e+01,1.0800000000000001e+00,7.2700000000000003e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
53,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,53,"Alise","Möre 30 MH",555,44,-100,7.4100000000000009e+01,0.0000000000000000e+00,7.4099999999999994e+01,1.0700000000000001e+00,6.9299999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
54,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,54,"Phronesis","H-båt",555,67,-23,8.3799999999999997e+01,0.0000000000000000e+00,8.3799999999999997e+01,1.0700000000000001e+00,7.8299999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
55,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,55,"Spindrifter","Lord Helmsman",555,72,239,1.3180000000000001e+02,4.3750000000000000e+01,8.8049999999999997e+01,1.0600000000000001e+00,8.3099999999999994e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
56,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,56,"Cassiopeia","Maxi 777",555,55,-2,9.3199999999999989e+01,0.0000000000000000e+00,9.3200000000000003e+01,1.0500000000000000e+00,8.8799999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
57,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,57,"Atalya","Maxi 84",555,47,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0400000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
58,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,58,"Johanna II","HR 29",555,60,20,1.0300000000000000e+02,2.8599999999999999e+00,1.0014000000000000e+02,1.0400000000000000e+00,9.6299999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
59,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,59,"Vindinga","Vindö 40",555,74,30,1.2170000000000002e+02,5.0700000000000003e+00,1.1663000000000000e+02,1.0400000000000000e+00,1.1209999999999999e+02,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
60,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,60,"Valkyria I","RJ 85",555,73,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0300000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
61,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,61,"Sniff","IF",555,71,40,1.0360000000000001e+02,5.7599999999999998e+00,9.7840000000000003e+01,1.0200000000000000e+00,9.5900000000000006e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
62,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,63,"Havets vinthund","Albin Vega",555,59,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
63,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,64,"Voila","Albin Vega",555,75,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
65,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,66,"Eldkvarn","Carrera Helmsman",580,82,35,1.0170000000000000e+02,4.9400000000000004e+00,9.6760000000000005e+01,1.2200000000000000e+00,7.9299999999999997e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
66,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,67,"Barbier II","Arcona 355",580,79,-7,1.2009999999999999e+02,0.0000000000000000e+00,1.2009999999999999e+02,1.2200000000000000e+00,9.8400000000000006e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
67,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,68,"Treemonisha","Ansa 42",580,110,32,1.0109999999999997e+02,4.4900000000000002e+00,9.6609999999999999e+01,1.2000000000000000e+00,8.0500000000000000e+01,0,0,0,0,"2003","V",1,0,,0,0,0.0000000000000000e+00
68,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,69,"Kapten Morgan","Wasa 30 HR",580,95,-14,8.8299999999999983e+01,0.0000000000000000e+00,8.8299999999999997e+01,1.2000000000000000e+00,7.3599999999999994e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
69,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,70,"Lisa IV","HR 31",580,97,56,1.0230000000000000e+02,7.9600000000000000e+00,9.4340000000000003e+01,1.1699999999999999e+00,8.0599999999999994e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
70,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,71,"Lydia","Lady Helmsman",580,102,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1599999999999999e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
71,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,72,"Storm Stina","Albin Nova",580,108,3,1.1570000000000002e+02,4.7999999999999998e-01,1.1522000000000000e+02,1.1499999999999999e+00,1.0020000000000000e+02,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
72,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,73,"Slowfox","Comfortina 32",580,107,-7,1.0090000000000001e+02,0.0000000000000000e+00,1.0090000000000001e+02,1.1399999999999999e+00,8.8500000000000000e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
73,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,74,"Lucifer","Scanmar 33",580,101,14,9.6300000000000011e+01,1.8700000000000001e+00,9.4430000000000007e+01,1.1299999999999999e+00,8.3599999999999994e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
74,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,75,"Mais Que Nada","Bavaria 31",580,103,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.1200000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
75,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,76,"Odisea","Albin Delta",580,106,-45,1.0310000000000001e+02,0.0000000000000000e+00,1.0309999999999999e+02,1.1200000000000001e+00,9.2099999999999994e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
76,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,77,"Adelante","NF",580,76,-35,8.1600000000000009e+01,0.0000000000000000e+00,8.1599999999999994e+01,1.1000000000000001e+00,7.4200000000000003e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
77,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,78,"Josefin","Fortissimo",580,90,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0900000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
78,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,96,"Gustafa II","Targa 96",580,88,23,8.9099999999999994e+01,2.8500000000000001e+00,8.6250000000000000e+01,1.0800000000000001e+00,7.9900000000000006e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
79,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,79,"Flisa","Albin Cumulus",580,87,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0800000000000001e+00,0.0000000000000000e+00,0,1,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
80,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,80,"Fiore","Albin Cumulus",580,86,-55,1.0230000000000001e+02,0.0000000000000000e+00,1.0230000000000000e+02,1.0800000000000001e+00,9.4700000000000003e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
81,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,81,"High Tide","Sunwind 29",580,89,-32,1.0540000000000001e+02,0.0000000000000000e+00,1.0540000000000001e+02,1.0700000000000001e+00,9.8500000000000000e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
82,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,82,"Embla II","Fenix",580,84,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0700000000000001e+00,0.0000000000000000e+00,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
83,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,83,"Louise","Fenix",580,98,123,1.1150000000000001e+02,1.9050000000000001e+01,9.2450000000000003e+01,1.0700000000000001e+00,8.6400000000000006e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
84,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,84,"Nellina","Maxi 95",537,105,265,1.0499999999999997e+02,3.8649999999999999e+01,6.6349999999999994e+01,1.0700000000000001e+00,6.2000000000000000e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
85,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,85,"Attrivaz","Maxi 95",580,78,-43,7.3199999999999989e+01,0.0000000000000000e+00,7.3200000000000003e+01,1.0700000000000001e+00,6.8400000000000006e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
86,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,86,"Mary Amanda","Havskryssare",580,104,150,9.2199999999999989e+01,1.9210000000000001e+01,7.2989999999999995e+01,1.0500000000000000e+00,6.9500000000000000e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
87,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,87,"Felicia","Accent",580,85,3,8.8500000000000000e+01,3.7000000000000000e-01,8.8129999999999995e+01,1.0300000000000000e+00,8.5599999999999994e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
88,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,88,"Storsa","Accent",580,109,-60,8.1599999999999994e+01,0.0000000000000000e+00,8.1599999999999994e+01,1.0300000000000000e+00,7.9200000000000003e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
89,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,89,"Ellinor","IF",580,83,-18,8.9900000000000020e+01,0.0000000000000000e+00,8.9900000000000006e+01,1.0200000000000000e+00,8.8099999999999994e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
91,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,91,"Kronkvist","Albin Vega",580,96,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
92,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,92,"Betula","Storfidra",580,80,0,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.1000000000000003e-01,0.0000000000000000e+00,0,1,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
93,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,93,"Melina","Scanner 38",585,112,47,1.5090000000000003e+02,9.8499999999999996e+00,1.4105000000000001e+02,1.2500000000000000e+00,1.1280000000000000e+02,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
94,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,94,"Sjömusen","Diva 39",585,113,12,1.2110000000000002e+02,2.0200000000000000e+00,1.1908000000000000e+02,1.2500000000000000e+00,9.5299999999999997e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
95,"Stockholm",2,"05/24/03 00:00:00","12:00-12:30",24,95,"Lady Hultman","Sunwind 26",588,114,24,7.8099999999999980e+01,2.6000000000000001e+00,7.5500000000000000e+01,1.0200000000000000e+00,7.4000000000000000e+01,0,0,0,0,"2003","V",0,0,,0,0,0.0000000000000000e+00
